ident,type,name,coordinates,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
AYLP,small_airport,Leron Plains Airport,"146.3434, -6.3917",680,OC,PG,PG-MPL,Leron Plains,AYLP,LPN,LPS
AYLS,small_airport,Lese Airport,"146.2765, -8.2799",40,OC,PG,PG-GPK,Lese,AYLS,LNG,LESE
AYLX,small_airport,Long Island Airport,"147.0177, -5.3604",116,OC,PG,PG-MPM,Long Island,AYLX,LSJ,LIS
AYMA,small_airport,Manari Airport,"147.6219, -9.1908",2630,OC,PG,PG-NPP,Manari,AYMA,MRM,MRI
AYMB,small_airport,Morobe Airport,"147.59, -7.74",8,OC,PG,PG-MPL,Morobe,AYMB,OBM,MBE
AYMD,medium_airport,Madang Airport,"145.789001465, -5.20707988739",20,OC,PG,PG-MPM,Madang,AYMD,MAG,
AYMH,medium_airport,Mount Hagen Kagamuga Airport,"144.29600524902344, -5.826789855957031",5388,OC,PG,PG-WHM,Mount Hagen,AYMH,HGU,
AYML,small_airport,Mougulu Airport,"142.420775, -6.280859",825,OC,PG,PG-WPD,Mougulu,AYML,GUV,MGU
AYMN,medium_airport,Mendi Airport,"143.656998, -6.14774",5680,OC,PG,PG-SHM,Mendi,AYMN,MDU,
AYMO,medium_airport,Momote Airport,"147.423996, -2.06189",12,OC,PG,PG-MRL,Manus Island,AYMO,MAS,
AYMR,small_airport,Moro Airport,"143.238006592, -6.36332988739",2740,OC,PG,PG-SHM,Moro,AYMR,MXH,
AYMS,small_airport,Misima Island Airport,"152.837997437, -10.689200401299999",26,OC,PG,PG-MBA,Misima Island,AYMS,MIS,
AYMW,small_airport,Marawaka Airport,"145.8849, -6.9736",6050,OC,PG,PG-EHG,Marawaka,AYMW,MWG,MWK
AYNA,small_airport,Nankina Airport,"146.4533, -5.837",5800,OC,PG,PG-MPM,Gwarawon,AYNA,NKN,NKN
AYNE,small_airport,Negarbo(Negabo) Airport,"144.703058, -6.567778",4500,OC,PG,PG-CPK,Negarbo,AYNE,GBF,NBO
AYNG,small_airport,Manguna Airport,"151.792333, -5.577778",187,OC,PG,PG-EBR,Manguna,AYNG,MFO,MGA
AYNM,small_airport,Kasonombe Airport,"146.9859, -6.3819",5800,OC,PG,PG-MPL,Kasonombe,AYNM,KSB,KNB
AYNO,small_airport,Nomane Airport,"145.070667, -6.32183",6032,OC,PG,PG-CPK,Namane,AYNO,NMN,NOM
AYNY,small_airport,Nambaiyufa Airport,"145.2424, -6.2412",5550,OC,PG,PG-CPK,Nambaiyufa,AYNY,NBA,NBF
AYNZ,medium_airport,Nadzab Airport,"146.725977, -6.569803",239,OC,PG,PG-MPL,Lae,AYNZ,LAE,
AYOE,small_airport,Konge Airport,"147.2152, -6.2239",5900,OC,PG,PG-MPL,Konge,AYOE,KGB,KGE
AYOJ,small_airport,Oksapmin Airport,"142.2259, -5.2261",5140,OC,PG,PG-SAN,Oksapmin,AYOJ,OKP,OKN
AYOK,small_airport,Komako Airport,"145.8827, -7.3984",3960,OC,PG,PG-GPK,Komako,AYOK,HOC,KMA
AYOQ,small_airport,Komaio Airport,"143.5952, -7.2714",28,OC,PG,PG-GPK,Komaio,AYOQ,KCJ,KOI
AYOW,small_airport,Koroba Airport,"142.7441, -5.6952",5638,OC,PG,PG-HE,Koroba,AYOW,KDE,
AYPC,small_airport,Pangoa Airport,"141.5605, -7.0226",60,OC,PG,PG-WPD,Pangoa,AYPC,PGB,PGA
AYPG,small_airport,Pangia Airport,"144.1084, -6.386",5340,OC,PG,PG-SHM,Pangia,AYPG,PGN,PNA
AYPO,small_airport,Mapoda Airport,"143.1694, -7.979",45,OC,PG,PG-WPD,Mapoda,AYPO,MPF,MPO
AYPQ,small_airport,Pumani Airport,"149.4766, -9.7469",427,OC,PG,PG-MBA,Pumani,AYPQ,PMN,PMN
AYPY,large_airport,Port Moresby Jacksons International Airport,"147.22000122070312, -9.443380355834961",146,OC,PG,PG-NCD,Port Moresby,AYPY,POM,
AYQO,small_airport,Sopu Airport,"147.1659, -8.3038",6580,OC,PG,PG-CPM,Sopu,AYQO,SPH,SOPU
AYQS,small_airport,Sialum Airport,"147.5955, -6.0908",170,OC,PG,PG-MPL,Sialum,AYQS,SXA,SLU
AYRG,small_airport,Rumginae Airport,"141.271666667, -5.89722222222",160,OC,PG,PG-WPD,,AYRG,RMN,RMG
AYRI,small_airport,Karimui Airport,"144.823, -6.4921",3640,OC,PG,PG-CPK,Karimui,AYRI,KMR,KRI
AYRM,small_airport,Maramuni Airport,"143.4829, -5.13",5160,OC,PG,PG-EPW,Maramuni,AYRM,MWI,MAR
AYRV,small_airport,May River Airstrip,"141.785, -4.3615",107,OC,PG,PG-ESW,May River,AYRV,MRH,MRV
AYSA,small_airport,Suabi Airport,"142.278333333, -6.10444444444",465,OC,PG,PG-WPD,,AYSA,SBE,SUA
AYSE,small_airport,Simberi Airport,"151.997777778, -2.66222222222",10,OC,PG,PG-NIK,Simberi Island,AYSE,NIS,SBI
AYSG,small_airport,Sila Airport,"148.38925, -9.07355555556",2230,OC,PG,PG-NPP,Sila Mission,AYSG,SIL,SILA
AYSH,small_airport,Sabah Airport,"155.0489, -5.5765",10,OC,PG,PG-NSB,Sabah,AYSH,SBV,SAB
AYSJ,small_airport,Simbai Airport,"144.544722222, -5.278611111110001",5804,OC,PG,PG-MPM,Simbai,AYSJ,SIM,SAI
AYSO,small_airport,Selbang Airport,"141.752, -5.315",5130,OC,PG,PG-WPD,Selbang,AYSO,SBC,SEL
AYSQ,small_airport,Sepik Plains Airport,"143.6734, -3.8821",230,OC,PG,PG-ESW,Sepik Plains,AYSQ,SPV,SPP
AYSV,small_airport,Sauren Airport,"148.8543, -5.9701",46,OC,PG,PG-WBK,Sauren,AYSV,SXW,SAU
AYSX,small_airport,Masa Airport,"147.591, -6.345",5900,OC,PG,PG-MPL,Masa,AYSX,MBV,MASA
AYTA,small_airport,Tari Airport,"142.947998047, -5.84499979019",5500,OC,PG,PG-HE,Tari,AYTA,TIZ,
AYTB,small_airport,Tabubil Airport,"141.2259979248047, -5.2786102294921875",1570,OC,PG,PG-WPD,Tabubil,AYTB,TBG,
AYTI,small_airport,Tapini Airport,"146.989166667, -8.35666666667",3100,OC,PG,PG-CPM,Tapini,AYTI,TPI,TAP
AYTK,medium_airport,Tokua Airport,"152.380004883, -4.34045982361",32,OC,PG,PG-EBR,Tokua,AYTK,RAB,
AYTN,small_airport,Tekin Airport,"142.165194444, -5.24366666667",5785,OC,PG,PG-SAN,Tekin,AYTN,TKW,TEK
AYTP,small_airport,Tep Tep Airport,"146.5595, -5.9553",7011,OC,PG,PG-MPM,Teptep,AYTP,TEP,TEP
AYTS,small_airport,Tsewi Airport,"146.1272, -7.0695",4185,OC,PG,PG-MPL,Tsewi,AYTS,TSW,TSE
AYTT,small_airport,Tarakbits Airport,"141.0421, -5.614",281,OC,PG,PG-WPD,Tarakbits,AYTT,TRJ,TRT
AYTW,small_airport,Tawa Airport,"146.1067, -7.4463",5020,OC,PG,PG-MPL,Tawa,AYTW,TWY,TAWA
AYTZ,small_airport,Tekadu Airport,"146.5503, -7.6808",1310,OC,PG,PG-MPL,Tekadu,AYTZ,TKB,TKD
AYU,small_airport,Aiyura Airport,"145.904166667, -6.33805555556",5355,OC,PG,PG-EHG,Aiyura Valley,AYAY,AYU,AYU
AYUC,small_airport,Umba Airport,"145.966, -7.0214",5950,OC,PG,PG-MPL,Umba,AYUC,UMC,UMBA
AYUE,small_airport,Uroubi Airport,"148.5591, -9.5162",481,OC,PG,PG-NPP,Uroubi,AYUE,URU,URO
AYUR,small_airport,Upiara Airport,"142.6503, -8.5411",52,OC,PG,PG-WPD,Upiara,AYUR,UPR,UPA
AYUZ,small_airport,Uvol Airport,"150.9557, -6.0178",15,OC,PG,PG-EBR,Uvol,AYUZ,UVO,UVOL
AYVL,small_airport,Talasea Airport,"150.0089, -5.2726",44,OC,PG,PG-WBK,Talasea,AYVL,TLW,TLS
AYVM,small_airport,Torembi Airport,"143.1329, -4.0165",90,OC,PG,PG-ESW,Torembi,AYVM,TCJ,TBI
AYVN,medium_airport,Vanimo Airport,"141.3028, -2.6926",10,OC,PG,PG-SAN,Vanimo,AYVN,VAI,
AYVO,small_airport,Tonu Airport,"155.4326, -6.6552",300,OC,PG,PG-NSB,Tonu,AYVO,TON,TONU
AYWB,small_airport,Wabo Airport,"145.075111111, -6.98944444444",132,OC,PG,PG-GPK,Wabo,AYWB,WAO,WABO
AYWD,medium_airport,Wapenamanda Airport,"143.89500427246094, -5.6433000564575195",5889,OC,PG,PG-EPW,,AYWD,WBM,
AYWF,small_airport,Wawoi Falls Airport,"142.6557, -6.9523",370,OC,PG,PG-WPD,Wavoi Falls,AYWF,WAJ,WWF
AYWK,medium_airport,Wewak International Airport,"143.669006348, -3.58383011818",19,OC,PG,PG-ESW,Wewak,AYWK,WWK,
AYWO,small_airport,Wonenara Airport,"145.891944444, -6.796861111110001",5028,OC,PG,PG-EHG,Wonenara,AYWO,WOA,WOA
AYWQ,small_airport,Wakunai Airport,"155.2223, -5.8603",20,OC,PG,PG-EBR,Wakunai,AYWQ,WKN,WAI
AYWS,small_airport,Wasu Airport,"147.19822526, -5.96170944919",34,OC,PG,PG-MPL,Wasu,AYWS,WSU,WASU
AYWT,small_airport,Woitape Airport,"147.2525, -8.54583333333",5200,OC,PG,PG-CPM,Fatima Mission,AYWT,WTP,WTP
AYWU,small_airport,Wau Airport,"146.718611111, -7.345555555560001",3600,OC,PG,PG-SAN,Wau,AYWU,WUG,WAU
AYXE,small_airport,Yeva Airport,"146.188, -7.548",4510,OC,PG,PG-MPL,Yeva,AYXE,YVD,YEVA
AYXI,small_airport,Sim Airport,"146.9273, -7.75",5460,OC,PG,PG-MPL,Sim,AYXI,SMJ,SIM
AYXW,small_airport,Weam Airport,"141.1381, -8.6184",50,OC,PG,PG-WPD,Weam,AYXW,WEP,WEAM
AYYE,small_airport,Yalumet Airport,"147.0117, -6.09",2600,OC,PG,PG-MPL,Yalumet,AYYE,KYX,YLT
AYYR,small_airport,Yasuru Airport,"146.1813, -6.6015",1520,OC,PG,PG-MPL,Yasuru,AYYR,KSX,YAS
AYZM,small_airport,Wasum Airport,"149.337, -6.0491",175,OC,PG,PG-WBK,Wasum,AYZM,WUM,WSM
AZ-0001,medium_airport,Zabrat Airport,"49.9768066406, 40.4955422161",36,AS,AZ,AZ-BA,Baku,UBTT,ZXT,
AZB,small_airport,Amazon Bay Airport,"149.338333333, -10.2991666667",12,OC,PG,PG-CPM,,,AZB,AZB
BAJ,small_airport,Bali Airport,"149.133333333, -4.8833333333299995",90,OC,PG,PG-WBK,Unea Island,,BAJ,BALI
BBG,small_airport,Branson Airport,"-93.200544, 36.532082",1302,NA,US,US-MO,Branson,KBBG,BKG,BBG
BCP,small_airport,Bambu Airport,"146.4925, -5.863611111110001",6790,OC,PG,PG-MPM,Bambu,AYBC,BCP,BAM
BCW,medium_airport,Benguera Island Airport,"35.43830108642578, -21.853300094604492",,AF,MZ,MZ-I,Benguera Island,,BCW,
BCZ,small_airport,Milyakburra Airport,"136.201666667, -13.780833333299999",85,OC,AU,AU-NT,Bickerton Island,,BCZ,YBIC
BDH,small_airport,Willmar Municipal -John L Rice Field,"-95.13040161, 45.11769867",1126,NA,US,US-MN,Willmar,KBDH,ILL,BDH
BDZ,small_airport,Baindoung Airport,"146.942222222, -6.34722222222",4400,OC,PG,PG-MPL,,AYBG,BDZ,BDO
BG-HKV,small_airport,Malevo Airport,"25.6047992706, 41.871799469",600,EU,BG,BG-26,Haskovo,,HKV,
BG-JAM,medium_airport,Bezmer Air Base,"26.3521995544, 42.4548988342",509,EU,BG,BG-28,Yambol,LBIA,JAM,
BGAA,medium_airport,Aasiaat Airport,"-52.7846984863, 68.7218017578",74,NA,GL,GL-U-A,Aasiaat,BGAA,JEG,
BGBW,medium_airport,Narsarsuaq Airport,"-45.4259986877, 61.1604995728",112,NA,GL,GL-U-A,Narsarsuaq,BGBW,UAK,
BGCO,small_airport,Neerlerit Inaat Airport,"-22.6504993439, 70.7431030273",45,NA,GL,GL-U-A,Neerlerit Inaat,BGCO,CNP,
BGGH,medium_airport,Godthaab / Nuuk Airport,"-51.6781005859, 64.19090271",283,NA,GL,GL-U-A,Nuuk,BGGH,GOH,
BGJN,small_airport,Ilulissat Airport,"-51.0570983887, 69.2432022095",95,NA,GL,GL-U-A,Ilulissat,BGJN,JAV,
BGKK,small_airport,Kulusuk Airport,"-37.1236000061, 65.573600769",117,NA,GL,GL-U-A,Kulusuk,BGKK,KUS,
BGMQ,small_airport,Maniitsoq Airport,"-52.9393997192, 65.4124984741",91,NA,GL,GL-U-A,Maniitsoq,BGMQ,JSU,
BGP,small_airport,Bongo Airport,"10.2088, -2.1713",120,AF,GA,GA-8,Bongo,,BGP,
BGPT,small_airport,Paamiut Airport,"-49.6709365845, 62.0147361755",120,NA,GL,GL-U-A,Paamiut,BGPT,JFR,
BGQQ,small_airport,Qaanaaq Airport,"-69.3887023926, 77.4886016846",51,NA,GL,GL-U-A,Qaanaaq,BGQQ,NAQ,
BGSF,medium_airport,Kangerlussuaq Airport,"-50.7116031647, 67.0122218992",165,NA,GL,GL-U-A,Kangerlussuaq,BGSF,SFJ,
BGSS,small_airport,Sisimiut Airport,"-53.7293014526, 66.9513015747",33,NA,GL,GL-U-A,Sisimiut,BGSS,JHS,
BGTL,medium_airport,Thule Air Base,"-68.7032012939, 76.5311965942",251,NA,GL,GL-U-A,Thule,BGTL,THU,
BGUK,small_airport,Upernavik Airport,"-56.1305999756, 72.7901992798",414,NA,GL,GL-U-A,Upernavik,BGUK,JUV,
BGUQ,small_airport,Qaarsut Airport,"-52.6962013245, 70.7341995239",289,NA,GL,GL-U-A,Uummannaq,BGUQ,JQA,
BHL,small_airport,Bahía de los Ángeles Airport,"-113.560997, 28.9786",34,NA,MX,MX-BCN,Bahía de los Ángeles,,BHL,BAX
BHT,small_airport,Brighton Downs Airport,"141.562777778, -23.3638888889",390,OC,AU,AU-QLD,,,BHT,
BIAR,medium_airport,Akureyri Airport,"-18.07270050048828, 65.66000366210938",6,EU,IS,IS-6,Akureyri,BIAR,AEY,
BIBD,small_airport,Bildudalur Airport,"-23.546199798583984, 65.64129638671875",18,EU,IS,IS-4,Bildudalur,BIBD,BIU,
BIBF,small_airport,Borgarfjörður eystri Airport,"-13.805000305175781, 65.51640319824219",80,EU,IS,IS-7,Borgarfjörður eystri,BIBF,BGJ,
BIBK,small_airport,Bakkafjörður Airport,"-14.824399948120117, 66.02189636230469",14,EU,IS,IS-6,Bakkafjörður,BIBK,BJD,
BIBL,small_airport,Hjaltabakki Airport,"-20.287500381469727, 65.6449966430664",131,EU,IS,IS-5,Blönduós,BIBL,BLO,
BIBR,small_airport,Búðardalur Airport,"-21.80030059814453, 65.07530212402344",131,EU,IS,IS-3,Búðardalur,BIBR,BQD,
BIBV,small_airport,Breiðdalsvík Airport,"-14.02280044555664, 64.79000091552734",8,EU,IS,IS-7,Breiðdalsvík,BIBV,BXV,
BIDV,small_airport,Djúpivogur Airport,"-14.28279972076416, 64.64420318603516",9,EU,IS,IS-7,Djúpivogur,BIDV,DJU,
BIEG,medium_airport,Egilsstaðir Airport,"-14.401399612426758, 65.2833023071289",76,EU,IS,IS-7,Egilsstaðir,BIEG,EGS,
BIFF,small_airport,Fáskrúðsfjörður Airport,"-14.0606002808, 64.9317016602",15,EU,IS,IS-7,Fáskrúðsfjörður,BIFF,FAS,
BIFM,small_airport,Fagurhólsmýri Airport,"-16.64109992980957, 63.874698638916016",56,EU,IS,IS-7,Fagurhólsmýri,BIFM,FAG,
BIGF,small_airport,Grundarfjörður Airport,"-23.224700927734375, 64.99140167236328",17,EU,IS,IS-3,Grundarfjörður,BIGF,GUU,
BIGJ,small_airport,Gjögur Airport,"-21.326900482177734, 65.99530029296875",83,EU,IS,IS-4,Gjögur,BIGJ,GJR,
BIGR,small_airport,Grímsey Airport,"-18.0173, 66.5458",66,EU,IS,IS-6,Grímsey,BIGR,GRY,
BIHK,small_airport,Hólmavík Airport,"-21.696399688720703, 65.70469665527344",90,EU,IS,IS-4,Hólmavík,BIHK,HVK,
BIHN,medium_airport,Hornafjörður Airport,"-15.2272, 64.295601",24,EU,IS,IS-8,Höfn,BIHN,HFN,
BIHT,small_airport,Holt Airport,"-23.4416913986, 66.0141804294",10,EU,IS,IS-4,Flateyri,BIHT,FLI,
BIHU,medium_airport,Húsavík Airport,"-17.426001, 65.952301",48,EU,IS,IS-6,Húsavík,BIHU,HZK,
BIHV,small_airport,Krókstaðarmelar Airport,"-20.846900939941406, 65.26640319824219",164,EU,IS,IS-5,Hvammstangi,BIHV,HVM,
BIID,small_airport,Ingjaldssanður Airport,"-23.69610023498535, 66.05000305175781",70,EU,IS,IS-4,Onundarfjörður,BIID,HLO,
BIIS,medium_airport,Ísafjörður Airport,"-23.135299682617188, 66.05809783935547",8,EU,IS,IS-4,Ísafjörður,BIIS,IFJ,
BIKF,large_airport,Keflavik International Airport,"-22.605600357056, 63.985000610352",171,EU,IS,IS-2,Reykjavík,BIKF,KEF,
BIKP,small_airport,Kópasker Airport,"-16.466699600219727, 66.31079864501953",20,EU,IS,IS-6,Kópasker,BIKP,OPA,
BIKR,small_airport,Sauðárkrókur Airport,"-19.572799682599996, 65.73169708249999",8,EU,IS,IS-5,Sauðárkrókur,BIKR,SAK,
BINF,small_airport,Norðfjörður Airport,"-13.746399879455566, 65.13189697265625",13,EU,IS,IS-7,Norðfjörður,BINF,NOR,
BIOF,small_airport,Ólafsfjörður Airport,"-18.66670036315918, 66.08329772949219",32,EU,IS,IS-6,Ólafsfjörður,BIOF,OFJ,
BIPA,small_airport,Patreksfjörður Airport,"-23.965, 65.555801",11,EU,IS,IS-4,Patreksfjörður,BIPA,PFJ,
BIRE,small_airport,Reykhólar Airport,"-22.20611572265625, 65.45262908935547",60,EU,IS,IS-4,Reykhólar,BIRE,RHA,
BIRF,small_airport,Rif Airport,"-23.8230991364, 64.9113998413",18,EU,IS,IS-3,Rif,BIRF,OLI,
BIRG,small_airport,Raufarhöfn Airport,"-15.918299674987793, 66.40640258789062",39,EU,IS,IS-6,Raufarhöfn,BIRG,RFN,
BIRK,medium_airport,Reykjavik Airport,"-21.9405994415, 64.1299972534",48,EU,IS,IS-1,Reykjavik,BIRK,RKV,
BIRL,small_airport,Reykjahlíð Airport,"-16.918100357055664, 65.65579986572266",1030,EU,IS,IS-6,Myvatn,BIRL,MVA,
BISI,medium_airport,Siglufjörður Airport,"-18.9167, 66.133301",10,EU,IS,IS-6,Siglufjörður,BISI,SIJ,
BIST,small_airport,Stykkishólmur Airport,"-22.794200897216797, 65.05809783935547",42,EU,IS,IS-3,Stykkishólmur,BIST,SYK,
BITE,small_airport,Þingeyri Airport,"-23.559999465942383, 65.87030029296875",65,EU,IS,IS-4,Þingeyri,BITE,TEY,
BITN,small_airport,Thorshofn Airport,"-15.335599899291992, 66.21849822998047",65,EU,IS,IS-6,Thorshofn,BITN,THO,
BIVM,medium_airport,Vestmannaeyjar Airport,"-20.278900146484375, 63.42430114746094",326,EU,IS,IS-8,Vestmannaeyjar,BIVM,VEY,
BIVO,small_airport,Vopnafjörður Airport,"-14.850600242614746, 65.72059631347656",16,EU,IS,IS-7,Vopnafjörður,BIVO,VPN,
BJE,small_airport,Baleela Airport,"28.5230555556, 11.199444444400001",1690,AF,SD,SD-13,Baleela Base Camp,,BJE,
BJQ,small_airport,Bahja Airport,"56.067777777799996, 19.8730555556",515,AS,OM,OM-WU,Bahja,,BJQ,
BKPR,large_airport,Priština International Airport,"21.035801, 42.5728",1789,EU,XK,XK-01,Prishtina,BKPR,PRN,
BMH,small_airport,Bomai Airport,"144.637, -6.37316666667",3300,OC,PG,PG-CPK,Bomai,AYBO,BMH,BOM
BMQ,small_airport,Bamburi Airport,"39.730768, -3.98191",52,AF,KE,KE-300,,HKBM,BMQ,
BMZ,small_airport,Bamu Airport,"143.2433, -7.8485",50,OC,PG,PG-WPD,Bamu,AYBF,BMZ,BAMU
BNM,small_airport,Bodinumu Airport,"147.666722222, -9.107777777779999",3700,OC,PG,PG-CPM,Bodinumu,AYBD,BNM,BNU
BNT,small_airport,Bundi Airport,"145.2275, -5.742222222220001",4400,OC,PG,PG-MPM,Bundi,AYDI,BNT,BDI
BO-0001,small_airport,Rurenabaque Airport,"-67.4968032837, -14.427900314299999",676,SA,BO,BO-B,Rurenabaque,SLRQ,RBQ,
BO-BVL,small_airport,Baures Airport,"-63.5833320618, -13.583333015400001",470,SA,BO,BO-B,Baures,SLBA,BVL,
BOK,small_airport,Brookings Airport,"-124.290001, 42.0746",459,NA,US,US-OR,Brookings,KBOK,BOK,BOK
BOT,small_airport,Bosset Airport,"141.1063222, -7.237257",80,OC,PG,PG-WPD,Bosset,AYET,BOT,BST
BOV,small_airport,Boang Airport,"153.2812, -3.3834",85,OC,PG,PG-NIK,Boang Island,,BOV,BOG
BPF,small_airport,Batuna Aerodrome,"158.119305556, -8.56202777778",24,OC,SB,SB-WE,Batuna Mission Station,AGBT,BPF,
BR-ALT,small_airport,Alenquer Airport,"-54.7231, -1.917",55,SA,BR,BR-PA,Alenquer,SDWQ,ALT,
BSP,small_airport,Bensbach Airport,"141.259444444, -8.85805555556",30,OC,PG,PG-WPD,Bensbach,AYBH,BSP,BEN
BSV,small_airport,Besakoa Airport,"47.0616666667, -15.6725",40,AF,MG,MG-M,Besakoa,,BSV,
BUL,small_airport,Bulolo Airport,"146.649541855, -7.216286671410001",2240,OC,PG,PG-MPL,Bulolo,AYBU,BUL,BUO
BVR,small_airport,Esperadinha Airport,"-24.746, 14.864305555600001",64,AF,CV,CV-S,Brava Island,GVBR,BVR,
BW-0002,small_airport,Motopi Airport,"24.173585, -20.185848",3070,AF,BW,BW-NW,Motopi,FBMO,,MOTOPI
BW-HUK,small_airport,Hukuntsi Airport,"21.758101, -23.9897",3720,AF,BW,BW-KG,Hukuntsi,FBHK,HUK,
BWJ,small_airport,Bawan Airport,"146.881666667, -6.396944444440001",4700,OC,PG,PG-MPL,,,BWJ,BWN
BWP,small_airport,Bewani Airport,"141.165277778, -3.0216666666700003",550,OC,PG,PG-SAN,Bewani,AYBI,BWP,BEW
BXZ,small_airport,Bunsil Airport,"147.8667, -5.7243",201,OC,PG,PG-MPL,Bunsil - Umboi Island,AYNS,BXZ,BSL
BYA,small_airport,Boundary Airport,"-141.113006592, 64.0783004761",2940,NA,US,US-AK,Boundary,BYA,BYA,BYA
BYL,small_airport,Bella Yella Airport,"-9.99372222222, 7.36916666667",690,AF,LR,LR-LO,Beliyela,,BYL,
BZ-BCV,small_airport,Belmopan Airport,"-88.776497, 17.2696",,NA,BZ,BZ-CY,Belmopan,,BCV,
BZ-BGK,medium_airport,Big Creek Airport,"-88.40791320800781, 16.51936912536621",3,NA,BZ,BZ-SC,Big Creek,,BGK,
BZ-CUK,medium_airport,Caye Caulker Airport,"-88.03250122070312, 17.734699249267578",1,NA,BZ,BZ-BZ,Caye Caulker,,CUK,
BZ-CYC,medium_airport,Caye Chapel Airport,"-88.04109954833984, 17.7007999420166",3,NA,BZ,BZ-BZ,Caye Chapel,,CYC,
BZ-CZH,medium_airport,Corozal Municipal Airport,"-88.41190338134766, 18.382200241088867",40,NA,BZ,BZ-CZL,Corozal,,CZH,
BZ-DGA,medium_airport,Dangriga Airport,"-88.23098754882812, 16.98250961303711",508,NA,BZ,BZ-SC,Dangriga,,DGA,
BZ-INB,small_airport,Independence Airport,"-88.44129943847656, 16.534500122070312",18,NA,BZ,BZ-SC,Independence,,INB,
BZ-MDB,small_airport,Melinda Airport,"-88.30419921880001, 17.0042991638",101,NA,BZ,BZ-SC,Melinda,,MDB,
BZ-ORZ,small_airport,Orange Walk Airport,"-88.58386993410001, 18.0467662811",111,NA,BZ,BZ-OW,Orange Walk,,ORZ,
BZ-PLJ,medium_airport,Placencia Airport,"-88.36151123046875, 16.536956787109375",3,NA,BZ,BZ-SC,Placencia,,PLJ,
BZ-PND,medium_airport,Punta Gorda Airport,"-88.80829620360001, 16.102399826",7,NA,BZ,BZ-TOL,Punta Gorda,,PND,
BZ-SJX,medium_airport,Sartaneja Airport,"-88.13079833984375, 18.35610008239746",3,NA,BZ,BZ-CZL,Sartaneja,,SJX,
BZ-SPR,medium_airport,San Pedro Airport,"-87.97109985351562, 17.91390037536621",4,NA,BZ,BZ-CY,San Pedro,,SPR,
BZ-SQS,small_airport,Matthew Spain Airport,"-89.0098, 17.1859",199,NA,BZ,BZ-CY,San Ignacio,,SQS,
BZ-STU,small_airport,Santa Cruz Airport,"-88.456298828125, 18.2721004486084",18,NA,BZ,BZ-CZL,Santa Cruz,,STU,
BZ-SVK,small_airport,Silver Creek Airport,"-88.33999633789062, 16.725299835205078",216,NA,BZ,BZ-SC,Silver Creek,,SVK,
BZ-TZA,medium_airport,Belize City Municipal Airport,"-88.19444274902344, 17.516389846801758",16,NA,BZ,BZ-BZ,Belize City,,TZA,
BZB,medium_airport,Bazaruto Island Airport,"35.4729, -21.5411",,AF,MZ,MZ-I,Bazaruto Island,,BZB,
BZM,small_airport,Bemolanga Airport,"45.0888333333, -17.6925",950,AF,MG,MG-M,Bemolanga,,BZM,
CA-0446,small_airport,Stuart Island Airstrip,"-125.131616592, 50.4094474336",360,NA,CA,CA-BC,Big Bay,,YRR,
CA-0504,small_airport,Mary River Aerodrome,"-79.3569444444, 71.3241666667",584,NA,CA,CA-NU,,,YMV,CMR2
CAD4,small_airport,Trail Airport,"-117.60900116, 49.0555992126",1427,NA,CA,CA-BC,Trail,CAD4,YZZ,CAD4
CAD5,small_airport,Merritt Airport,"-120.747001648, 50.122798919699996",2080,NA,CA,CA-BC,Merritt,CAD5,YMB,CAD5
CAG3,small_airport,Chilko Lake (Tsylos Park Lodge) Airport,"-124.141998291, 51.626098632799994",3850,NA,CA,CA-BC,Chilko Lake,CAG3,CJH,CAG3
CAH3,small_airport,Courtenay Airpark,"-124.9820022583, 49.679401397705",26,NA,CA,CA-BC,Courtenay,CAH3,YCA,CAH3
CAJ3,small_airport,Creston Valley Regional Airport - Art Sutcliffe Field,"-116.49800109863, 49.03689956665",2070,NA,CA,CA-BC,Creston,CAJ3,CFQ,CAJ3
CAJ4,small_airport,Anahim Lake Airport,"-125.3030014038086, 52.45249938964844",3635,NA,CA,CA-BC,Anahim Lake,CAJ4,YAA,CAJ4
CAL3,small_airport,Douglas Lake Airport,"-120.171273351, 50.1654600485",2770,NA,CA,CA-BC,Douglas Lake,CAL3,DGF,CAL3
CAL4,small_airport,Fort MacKay/Albian Aerodrome,"-111.418998718, 57.223899841299996",1048,NA,CA,CA-AB,Albian Village,CAL4,JHL,CAL4
CAM3,small_airport,Duncan Airport,"-123.709702492, 48.7545336204",300,NA,CA,CA-BC,Duncan,CAM3,DUQ,CAM3
CAP3,small_airport,Sechelt-Gibsons Airport,"-123.71900177, 49.460601806599996",340,NA,CA,CA-BC,Sechelt,CAP3,YHS,CAP3
CAT4,small_airport,Qualicum Beach Airport,"-124.393997, 49.3372",191,NA,CA,CA-BC,Qualicum Beach,CAT4,XQU,CAT4
CAT5,small_airport,Port Mcneill Airport,"-127.028999329, 50.5755996704",225,NA,CA,CA-BC,Port Mcneill,CAT5,YMP,CAT5
CAZ5,small_airport,Cache Creek-Ashcroft Regional Airport,"-121.321314, 50.775258",2034,NA,CA,CA-BC,Cache Creek,CAZ5,YZA,CAZ5
CBBC,small_airport,Bella Bella (Campbell Island) Airport,"-128.156994, 52.185001",141,NA,CA,CA-BC,Bella Bella,CBBC,ZEL,CBBC
CBC,small_airport,Cherrabun Airport,"125.537777778, -18.917777777800005",540,OC,AU,AU-WA,,,CBC,
